year,region,harvest,anomaly
1804,vendee_poitou_charente,25,-0.35
1805,vendee_poitou_charente,30,-1.38
1806,vendee_poitou_charente,24,-0.28
1807,vendee_poitou_charente,22,-0.66
1808,vendee_poitou_charente,18,-1.15
1809,vendee_poitou_charente,33,-1.32
1810,vendee_poitou_charente,21,-1.26
1811,vendee_poitou_charente,28,0.1
1812,vendee_poitou_charente,35,-1.77
1816,vendee_poitou_charente,65.1,-1.54
1817,vendee_poitou_charente,46.1,-0.48
1818,vendee_poitou_charente,22.1,0.17
1819,vendee_poitou_charente,28.5,-0.01
1820,vendee_poitou_charente,32.5,-0.97
1821,vendee_poitou_charente,42.5,-0.27
1822,vendee_poitou_charente,0,0.78
1823,vendee_poitou_charente,40,-0.66
1824,vendee_poitou_charente,39.1,0.07
1825,vendee_poitou_charente,8.1,-0.07
1826,vendee_poitou_charente,22.6,0.51
1827,vendee_poitou_charente,23.4,-0.09
1828,vendee_poitou_charente,28.5,-0.12
1829,vendee_poitou_charente,37.2,-1.85
1830,vendee_poitou_charente,31.6,-0.6
1831,vendee_poitou_charente,25,-0.12
1832,vendee_poitou_charente,32.1,-0.76
1833,vendee_poitou_charente,30.2,-0.28
1834,vendee_poitou_charente,20.5,0.51
1835,vendee_poitou_charente,32.2,-0.55
1836,vendee_poitou_charente,33.6,-0.57
1837,vendee_poitou_charente,33.3,-0.94
1838,vendee_poitou_charente,45.1,-1.75
1839,vendee_poitou_charente,34.8,-0.69
1840,vendee_poitou_charente,23.2,-1.02
1841,vendee_poitou_charente,34.1,-0.32
1842,vendee_poitou_charente,20.7,-0.27
1843,vendee_poitou_charente,49.1,-0.19
1844,vendee_poitou_charente,19.7,-1.2
1845,vendee_poitou_charente,46.7,-1.25
1846,vendee_poitou_charente,16.4,0.26
1847,vendee_poitou_charente,36.5,-0.61
1848,vendee_poitou_charente,30.6,-0.38
1849,vendee_poitou_charente,25.6,-0.71
1850,vendee_poitou_charente,34.5,-0.72
1851,vendee_poitou_charente,38.2,-0.34
1852,vendee_poitou_charente,34.5,-0.08
1853,vendee_poitou_charente,50.2,-1
1854,vendee_poitou_charente,39.2,-0.24
1855,vendee_poitou_charente,39.7,-1.43
1856,vendee_poitou_charente,31.5,-0.9
1857,vendee_poitou_charente,25.1,0.23
1858,vendee_poitou_charente,23.1,-0.2
1859,vendee_poitou_charente,23.4,0.48
1860,vendee_poitou_charente,41.2,-0.99
1861,vendee_poitou_charente,25.7,-0.24
1862,vendee_poitou_charente,26.2,-0.51
1863,vendee_poitou_charente,23.7,0.6
1864,vendee_poitou_charente,20.3,-1.22
1865,vendee_poitou_charente,13,-0.15
1866,vendee_poitou_charente,27.7,-0.08
1867,vendee_poitou_charente,31,-0.96
1868,vendee_poitou_charente,14,0.55
1869,vendee_poitou_charente,16,-0.17
1870,vendee_poitou_charente,14,-0.93
1871,vendee_poitou_charente,25,-1.47
1872,vendee_poitou_charente,34,0.52
1873,vendee_poitou_charente,32,0.06
1874,vendee_poitou_charente,2,-0.22
1875,vendee_poitou_charente,29,-1.02
1876,vendee_poitou_charente,32,-0.55
1877,vendee_poitou_charente,34,-0.56
